affiliation_id,affiliation_name,affiliation_country
56934997,changsha university of science and technology,China
53074787,technological educational institute of kavala,Greece
49332381,university of oklahoma health sciences center,United States
47720641,huazhong university of science and technology,China
45208814,technological educational institute of patras,Greece
44377176,european space research and technology centre,Netherlands
41775361,islamic azad university central tehran branch,Iran
40479246,technological educational institute of athens,Greece
39470171,university of ontario institute of technology,Canada
34919116,c v raman college of engineering bhubaneshwar,India
33459947,charotar university of science and technology,India
32943570,helsinki institute for information technology,Finland
32820368,guangdong institute of science and technology,China
31915786,university of edinburgh school of geosciences,United Kingdom
31721044,centro de investigacion y docencia economicas,Mexico
23604214,institute of robotics and intelligent systems,Switzerland
20382870,missouri university of science and technology,United States
19245665,general dynamics advanced information systems,United States
17477748,rajshahi university of engineering technology,Bangladesh
10420973,f c donders centre for cognitive neuroimaging,Netherlands
9769675,ecole nationale superieure des mines de nancy,France
7969619,oak ridge institute for science and education,United States
5329801,raytheon intelligence and information systems,United States
2149775,center for complex systems and brain sciences,United States
1561573,b p poddar institute of management technology,India
1338030516,russian state hydrometeorological university,Russia
1336205249,catolica lisbon school of business economics,Portugal
1334884943,yanbian university of science and technology,China
1331677660,victorian partnership for advanced computing,Australia
1331500379,centre for development of advanced computing,India
1328722907,medi caps institute of technology management,India
1327576362,the feinstein institute for medical research,United States
1322918889,united states department of veterans affairs,United States
1318287680,center for biologics evaluation and research,United States
1317171322,national archives and records administration,United States
1309307044,central glass and ceramic research institute,India
1300468209,department of social welfare and development,Philippines
1294671590,centre national de la recherche scientifique,France
1292859797,montreal neurological institute and hospital,Canada
1287610024,hauptman woodward medical research institute,United States
926076166,texas tech university health sciences center,United States
920791158,american hotel lodging educational institute,United States
911527426,congres international d architecture moderne,Switzerland
894557895,european school of management and technology,Germany
865166595,george washington university virginia campus,United States
864998749,national institute of industrial engineering,India
337778094,russian national research medical university,Russia
317320687,university of music and performing arts graz,Austria
305407034,patuakhali science and technology university,Bangladesh
294129958,maturi venkata subba rao engineering college,India
257962523,takushoku university hokkaido junior college,Japan
222723317,china association for science and technology,China
212038754,siliconware precision industries company ltd,Taiwan
206470220,limkokwing university of creative technology,Malaysia
204924380,research institute for mathematical sciences,Japan
201751758,faculty of architecture university of zagreb,Croatia
200202764,national institute for environmental studies,Japan
200044781,institute of space and astronautical science,Japan
197303332,padmasri dr b v raju institute of technology,India
190901012,yuge national college of maritime technology,Japan
189238007,taras shevchenko national university of kyiv,Ukraine
181679659,shanghai university of finance and economics,China
176544017,christ college of engineering and technology,India
175234967,telethon institute for child health research,Australia
173752849,baba banda singh bahadur engineering college,India
171281102,institute of engineering and technology davv,India
170733385,university of applied science and technology,Iran
166533956,institute of management technology ghaziabad,India
166437374,environmental research institute of michigan,United States
161460629,universidade federal rural do rio de janeiro,Brazil
159555192,institute for language and speech processing,Greece
158867519,international management institute new delhi,India
158809036,shenzhen institute of information technology,China
154844550,ecole nationale d ingenieurs du val de loire,France
151746803,ned university of engineering and technology,Pakistan
151642842,kakatiya institute of technology and science,India
150314799,international food policy research institute,United States
145581781,chongqing technology and business university,China
143413998,qingdao university of science and technology,China
141930137,mbarara university of science and technology,Uganda
134784518,institute of business administration karachi,Pakistan
133867180,florida state university college of business,United States
132369690,tianjin university of science and technology,China
131900273,university college of engineering tindivanam,India
130474213,pontifical catholic university of valparaiso,Chile
128675641,institute for logic language and computation,Netherlands
126329810,sri jayachamarajendra college of engineering,India
125989756,skolkovo institute of science and technology,Russia
123565023,vietnam national university ho chi minh city,Vietnam
122046568,rungta college of engineering and technology,India
119613165,universiti sains malaysia engineering campus,Malaysia
114514683,new york university stern school of business,United States
111699680,thakur college of engineering and technology,India
109880471,university of texas dental branch at houston,United States
106460735,philadelphia college of osteopathic medicine,United States
105340510,toba national college of maritime technology,Japan
105094715,national institute of technology kurukshetra,India
103434671,american international university bangladesh,Bangladesh
103173490,institute for occupational safety and health,Not Found
102398690,national natural science foundation of china,China
98220224,polytechnic institute of new york university,United States
94047373,xinjiang university of finance and economics,China
93189275,kolej universiti islam antarabangsa selangor,Malaysia
92403157,university of science and technology beijing,China
90727586,zhejiang university of finance and economics,China
90304302,kurashiki university of science and the arts,Japan
90259746,capital university of economics and business,China
85140907,shizuoka institute of science and technology,Japan
84593992,national university of colombia at manizales,Colombia
84103360,university of connecticut school of business,United States
79839403,university of veterinary and animal sciences,Pakistan
79767729,pontificia universidade catolica de campinas,Brazil
77019415,pandian saraswathi yadav engineering college,India
75601271,military institute of science and technology,Bangladesh
71030271,heidelberg institute for theoretical studies,Germany
68956291,martin luther university of halle wittenberg,Germany
68522396,flemish institute for technological research,Belgium
64946176,national institute of environmental research,South Korea
62387122,dept of computer science university of delhi,India
61893789,freiberg university of mining and technology,Germany
59483232,shandong university of finance and economics,China
58581550,institut polytechnique des sciences avancees,France
55704859,university of ljubljana faculty of economics,Slovenia
51622183,shaanxi university of science and technology,China
51314090,josip juraj strossmayer university of osijek,Croatia
50519452,lunghwa university of science and technology,Taiwan
49487121,yung ta institute of technology and commerce,Taiwan
46305995,taiyuan university of science and technology,China
40399489,torrey pines institute for molecular studies,United States
36685595,university of social sciences and humanities,Poland
36399199,nanjing university of science and technology,China
35886859,korea university of technology and education,South Korea
32289528,center for information security technologies,South Korea
29742261,takming university of science and technology,Taiwan
28710699,technological educational institute of crete,Greece
27893755,greehey children s cancer research institute,United States
24201400,chengdu university of information technology,China
22562322,institute for environment and sustainability,Italy
22348429,ching kuo institute of management and health,Taiwan
21535869,birmingham city university faculty of health,United Kingdom
21094409,faculty of medicine chulalongkorn university,Thailand
17961441,institute for health and consumer protection,Italy
14308217,ministry of education science and technology,Malawi
13949564,centre for electronics design and technology,India
13805885,vaughn college of aeronautics and technology,United States
12972355,american university school of public affairs,United States
12323705,international centre for theoretical physics,Italy
10660446,kunming university of science and technology,China
9618033,abu dhabi company for onshore oil operations,United Arab Emirates
4510145,jiangxi university of science and technology,China
1311365494,intelligence and national security alliance,United States
1307585291,khulna university of engineering technology,Bangladesh
1306264927,institut de recherche pour le developpement,France
1303474014,defence science and technology organisation,Australia
1300825427,national institute of radiological sciences,Japan
1298036714,bulgarian ministry of education and science,Bulgaria
1297743664,boyce thompson institute for plant research,United States
1297433849,gyan ganga institute of technology sciences,India
1295838558,western australia department of agriculture,United States
1291847170,california health and human services agency,United States
1290724944,public works and government services canada,Canada
1289303365,raja ramanna centre for advanced technology,India
1288237921,australian council for educational research,Australia
1283664872,mediterranean agronomic institute of chania,Greece
925640199,university of new mexico school of medicine,United States
916146328,indian institutes of information technology,India
901584119,ta hwa university of science and technology,Taiwan
898036584,national republican congressional committee,United States
895358971,entertainments national service association,United Kingdom
859381496,australian national drag racing association,Australia
353511720,elam latin american school of medicine cuba,Cuba
298625061,swedish university of agricultural sciences,Sweden
290598920,california state university dominguez hills,United States
286312201,suzhou polytechnic institute of agriculture,China
276820968,j b institute of engineering and technology,India
269415426,shaheed bhagat singh state technical campus,India
218757237,dav institute of engineering and technology,India
208077763,david r cheriton school of computer science,Canada
202197592,r v s college of engineering and technology,India
201969901,bangabandhu sheikh mujib medical university,Bangladesh
199691007,empresa brasileira de pesquisa agropecuaria,Brazil
199417121,catholic university of eichstatt ingolstadt,Germany
196652580,swami ramanand teerth marathwada university,India
195377678,gokhale institute of politics and economics,India
194388944,california state university channel islands,United States
193524592,tianjin university of finance and economics,China
192968368,tata research development and design centre,India
192327786,heilongjiang university of chinese medicine,China
188517813,institute of food and agricultural sciences,United States
187761245,national institute of technology jamshedpur,India
184647316,south dakota school of mines and technology,United States
183974707,perimeter institute for theoretical physics,Canada
183067279,islamic azad university north tehran branch,Iran
170172562,guizhou university of finance and economics,China
167724894,universidad autonoma de la ciudad de mexico,Mexico
165259314,dr babasaheb ambedkar marathwada university,India
163732180,guangxi university of finance and economics,China
161913731,al ain university of science and technology,United Arab Emirates
159873933,dalhousie university faculty of engineering,Canada
157669161,international islamic university chittagong,Bangladesh
157556583,institute of science and technology austria,Austria
156983542,jordan university of science and technology,Jordan
155381812,university of tras os montes and alto douro,Portugal
153954893,jaypee university of information technology,India
153251465,b v b college of engineering and technology,India
148561064,african institute for mathematical sciences,South Africa
148469923,sree chitra thirunal college of engineering,India
146052908,tatung institute of commerce and technology,Taiwan
142637625,okinawa institute of science and technology,Japan
142504963,bannari amman institute of technology sathy,India
141962983,shanghai university of engineering sciences,China
141142408,maharaja institute of technology coimbatore,India
139046659,university of agricultural sciences dharwad,India
137867983,central university of finance and economics,China
137056471,nanjing university of finance and economics,China
136830121,islamic azad university south tehran branch,Iran
134862826,university of tennessee college of medicine,United States
130480701,dongbei university of finance and economics,China
129643931,beuth university of applied sciences berlin,Germany
128931577,russian state university for the humanities,Russia
128720987,g h patel college of engineering technology,India
126460647,fundacao universidade federal do rio grande,Brazil
123900574,pohang university of science and technology,South Korea
121881413,defence science and technology organization,Pakistan
119575151,korea national university of transportation,South Korea
116680314,chitose institute of science and technology,Japan
114027177,university of north carolina at chapel hill,United States
109144446,bavarian academy of sciences and humanities,Germany
108743333,inner mongolia university for nationalities,China
107656453,institute of medical and veterinary science,Australia
106349282,central electro chemical research institute,India
102248843,vienna university of economics and business,Austria
100188998,harbin university of science and technology,China
85788879,peninsula college of medicine and dentistry,United Kingdom
84026095,guru nanak dev engineering college ludhiana,India
83737708,reva institute of technology and management,India
79995938,chinese people s armed police force academy,China
79620101,university of arkansas for medical sciences,United States
79303419,institute for health metrics and evaluation,United States
79239678,arizona state university at the west campus,United States
79060951,east stroudsburg university of pennsylvania,United States
78901584,sophie davis school of biomedical education,United States
74640424,advanced institute of industrial technology,Japan
73737517,instituto superior de engenharia de coimbra,Portugal
73322389,dr sivanthi aditanar college of engineering,India
73142707,athens university of economics and business,Greece
72565114,luoyang institute of science and technology,China
68288478,sukkur institute of business administration,Pakistan
67775764,hindustan college of science and technology,India
59649739,jiangxi university of finance and economics,China
59101510,government college of technology coimbatore,India
56404289,indian institute of technology bhu varanasi,India
56019348,chia nan university of pharmacy and science,Taiwan
52924058,research institute for symbolic computation,Austria
51131684,bharati vidyapeeth s college of engineering,India
44703657,university of science and technology sana a,Yemen
44032847,r m k college of engineering and technology,India
42237331,international agency for research on cancer,France
39534123,gwangju institute of science and technology,South Korea
37448385,chinese people s public security university,China
36667386,lal bahadur shastri institute of management,India
31365821,rajiv gandhi institute of technology mumbai,India
29406707,pontifical catholic university of argentina,Argentina
24881138,tadeusz ko?ciuszko university of technology,Poland
24407930,hunan university of science and engineering,China
22749227,tottori university of environmental studies,Japan
21806205,comision nacional de actividades espaciales,Argentina
20497027,cochin university of science and technology,India
19926482,dr m g r educational and research institute,India
16518940,hong kong institute of vocational education,Hong Kong
16076960,comsats institute of information technology,Pakistan
13236232,tobb university of economics and technology,Turkey
12509574,jinwen university of science and technology,Taiwan
11865174,national institute of aeronautics and space,Indonesia
8681809,soolbridge international school of business,South Korea
308837,suzhou university of science and technology,China
1335686170,center for devices and radiological health,United States
1335677043,philippines department of national defense,Philippines
1333577951,california department of fish and wildlife,United States
1327899338,defense acquisition program administration,South Korea
1324363362,national development and reform commission,China
1317524287,dalian institute of science and technology,China
1310430882,national center for public policy research,United States
1309140791,royal netherlands meteorological institute,Netherlands
1304557061,national center for toxicological research,United States
1302978242,academy of medical sciences united kingdom,United Kingdom
1297588116,international comfort products corporation,United States
1293930524,wisconsin department of public instruction,United States
1291012402,indian ministry of environment and forests,India
1289490764,centers for disease control and prevention,United States
1288969090,chinese ministry of science and technology,China
1285340605,bapuji institute of engineering technology,India
1282599124,department of environment and conservation,Canada
1282462722,united states department of transportation,United States
912059961,university of maryland school of dentistry,United States
896114043,edward via college of osteopathic medicine,United States
890969539,international federation of sport climbing,Italy
889315371,agricultural applied economics association,United States
887846188,national research nuclear university mephi,Russia
884181516,universidad autonoma del estado de morelos,Mexico
858936495,zurich university of applied sciences zhaw,Switzerland
332513098,international federation of social workers,France
315729180,noakhali science and technology university,Bangladesh
286135121,rajiv gandhi university of health sciences,India
268975460,university hospital of giessen and marburg,Germany
227185868,imps college of engineering and technology,India
220075565,balasore college of engineering technology,India
212738717,dwarkadas j sanghvi college of engineering,India
205924995,japan society for the promotion of science,Japan
205582932,max delbruck center for molecular medicine,Germany
203120528,vignan institute of technology and science,India
202508304,hooghly engineering and technology college,India
201423538,norwegian school of information technology,Norway
196471810,korea electrotechnology research institute,South Korea
194217795,kdi school of public policy and management,South Korea
185065464,veer surendra sai university of technology,India
185052938,hemwati nandan bahuguna garhwal university,India
184681353,anhui university of science and technology,China
183542713,danish institute for international studies,Denmark
183263030,graduate university of advanced technology,Iran
182565829,scientific computing and imaging institute,Not Found
182000528,ajman university of science and technology,United Arab Emirates
179311214,gulf university for science and technology,Kuwait
179026463,beijing technology and business university,China
178777954,kohat university of science and technology,Pakistan
176932413,xavier institute of management bhubaneswar,India
176838256,pontificia universidade catolica do parana,Brazil
174442536,south central university for nationalities,China
173482105,national center for computational sciences,United States
170751988,shanxi university of finance and economics,China
169335092,university of north carolina at greensboro,United States
167383011,henan university of science and technology,China
166722992,university of massachusetts medical school,United States
165831266,nirma university of science and technology,India
161318005,institute for theoretical computer science,China
159411136,geophysical institute university of bergen,Norway
157725225,university of illinois at urbana champaign,United States
156171363,nelson marlborough institute of technology,New Zealand
156001623,prince of wales medical research institute,Australia
155284866,maharishi markandeshwar university mullana,India
154970844,jaypee institute of information technology,India
154389170,yeungnam college of science and technology,South Korea
153901656,university of north carolina at wilmington,United States
153845743,moscow institute of physics and technology,Russia
147331282,university of illinois college of medicine,United States
145463793,institute for marine and antarctic studies,Australia
138804964,national institute for basic biology japan,Japan
136930169,the american college of financial services,United States
134892692,chaitanya bharathi institute of technology,India
133362605,ministry of northern development and mines,Canada
129496196,university of the thai chamber of commerce,Thailand
129192303,universidade federal do reconcavo da bahia,Brazil
124158823,conservatoire national des arts et metiers,France
122941322,institut superieur d electronique de paris,France
121296143,hunan university of science and technology,China
121243025,international islamic university islamabad,Pakistan
120211734,chung hwa university of medical technology,Taiwan
115228651,agency for science technology and research,Singapore
114751005,kymenlaakso university of applied sciences,Finland
114555603,instituto nacional de tecnica aeroespacial,Spain
113992204,hebei university of economics and business,China
113567473,kigali institute of science and technology,Rwanda
111950717,macau university of science and technology,Macau
111702420,john paul ii catholic university of lublin,Poland
110440473,xi an university of science and technology,China
110383171,american society for engineering education,United States
106778892,princess nora bint abdul rahman university,Saudi Arabia
105333472,university of the philippines cebu college,Philippines
104854061,universidad autonoma del estado de hidalgo,Mexico
99729588,indian institute of technology bhubaneswar,India
95350115,technological institute of the philippines,Philippines
94518387,hanoi university of science and technology,Vietnam
92777862,center for international forestry research,Indonesia
88761825,korea university of science and technology,South Korea
85105645,sir m visvesvaraya institute of technology,India
82783531,penn state milton s hershey medical center,United States
75561619,masdar institute of science and technology,United Arab Emirates
70978881,london school of hygiene tropical medicine,United Kingdom
70585366,council for higher education accreditation,United States
70546738,universidad autonoma agraria antonio narro,Mexico
68763199,universidad catolica san antonio de murcia,Spain
68673971,taoyuan innovation institute of technology,Taiwan
68581759,china academy of launch vehicle technology,China
64753592,faculty of philosophy university of osijek,Croatia
64467955,cleveland clinic lerner research institute,United States
61057504,fujian agriculture and forestry university,China
60655068,center for advanced studies in engineering,Pakistan
59725666,mediterranea university of reggio calabria,Italy
59611059,institute of mathematical sciences chennai,India
58422712,international livestock research institute,Kenya
55648288,instituto superior de engenharia de lisboa,Portugal
55267680,university of houston college of optometry,United States
54738626,business and information technology school,Germany
53155696,madhav institute of technology and science,India
50959184,centers for medicare and medicaid services,United States
49185572,yunnan university of finance and economics,China
48780066,shenyang university of chemical technology,China
48516019,institute for defence studies and analyses,India
47996466,university of warmia and mazury in olsztyn,Poland
47410878,nizhny novgorod state technical university,Russia
47178396,acropolis institute of technology research,India
44529505,colorado center for astrodynamics research,United States
43922553,wuhan university of science and technology,China
43369023,california state university san bernardino,United States
38186990,haaga helia university of applied sciences,Finland
37712293,madeira interactive technologies institute,Portugal
37276724,college of innovation thammasat university,Thailand
36672615,courant institute of mathematical sciences,United States
34155123,hebei university of science and technology,China
34034455,ramakrishna mission vivekananda university,India
27674431,indian institute of technology gandhinagar,India
24792426,national space development agency of japan,Japan
21584513,ontario institute for studies in education,Canada
19807155,shanghai academy of spaceflight technology,China
18045400,federal university of agriculture abeokuta,Nigeria
11880225,national institute of technology karnataka,India
10541126,sri manakula vinayagar engineering college,India
9523339,national institute of technology meghalaya,India
9353105,sudan university of science and technology,Sudan
9073902,institute of chemical technology in prague,Czech Republic
8882099,psna college of engineering and technology,India
7171862,lille university of science and technology,France
5847235,university of petroleum and energy studies,India
5343935,guilin university of electronic technology,China
1344042128,south korean ministry of national defence,South Korea
1343203067,national council for the blind of ireland,Ireland
1339065421,defence science and technology laboratory,United Kingdom
1338635307,department of english university of dhaka,Bangladesh
1337977289,laos ministry of agriculture and forestry,Laos
1337484998,hong kong information services department,Hong Kong
1334287468,nottingham university hospitals nhs trust,United Kingdom
1330855593,vel tech dr rr dr sr technical university,India
1327966407,canadian international development agency,Canada
1326324860,north carolina museum of natural sciences,United States
1321829580,international electrotechnical commission,Switzerland
1315649409,institute on taxation and economic policy,United States
1314248365,modern academy for engineering technology,Egypt
1311157440,universidad peruana de ciencias aplicadas,Peru
1307131547,federation internationale de motocyclisme,Switzerland
1301640363,national center for charitable statistics,United States
1284308235,translational genomics research institute,United States
932564295,international institute of social history,Netherlands
917168660,montana tech of the university of montana,United States
913481162,wageningen university and research centre,Netherlands
901218782,international pentecostal holiness church,United States
888922073,capital district transportation authority,United States
888304637,institute of company secretaries of india,India
862412009,central institute for correctional police,China
860238211,mitsubishi fuso truck and bus corporation,Japan
306340464,university of constantine the philosopher,Slovakia
262693877,qis college of engineering and technology,India
250562192,servico federal de processamento de dados,Brazil
242975827,instituto portugues do mar e da atmosfera,Portugal
242486142,windesheim university of applied sciences,Netherlands
240666556,imam muhammad ibn saud islamic university,Saudi Arabia
217937681,qimr berghofer medical research institute,Australia
216507559,gkm college of engineering and technology,India
202391551,academy of sciences of the czech republic,Czech Republic
196486160,national institute of technology agartala,India
195525897,research institute of molecular pathology,Austria
192341844,polytechnic institute of viana do castelo,Portugal
192156838,research institute of the finnish economy,Finland
190598221,boston university school of public health,United States
188935350,anhui university of finance and economics,China
188713753,instituto superior de engenharia do porto,Portugal
186260664,saint louis university school of medicine,United States
185638415,centre for cellular and molecular biology,India
185201496,mitsubishi electric research laboratories,United States
182627622,university of paris iii sorbonne nouvelle,France
181476909,kyushu junior college of kinki university,Japan
179647637,universidad autonoma del estado de mexico,Mexico
179324530,jilin university of finance and economics,China
179093154,university of new hampshire at manchester,United States
178450904,national university of distance education,Spain
177607063,los angeles biomedical research institute,United States
175714360,national pingtung university of education,Taiwan
175466507,university of belgrade school of medicine,Serbia
173063890,hu university of applied sciences utrecht,Netherlands
170215575,national university of defense technology,China
166937679,shenkar college of engineering and design,Israel
165644332,jalpaiguri government engineering college,India
164731902,institut national des sciences appliquees,France
164555798,morinomiya university of medical sciences,Japan
163917720,st marianna university school of medicine,Japan
162524378,science and technology facilities council,United Kingdom
162289562,all india council for technical education,India
160992636,toyota technological institute at chicago,United States
158749337,princess sumaya university for technology,Jordan
157455823,state university of new york at new paltz,United States
157146768,sydney institute of language and commerce,China
155837530,national institute of technology durgapur,India
154962681,scms school of engineering and technology,India
153736947,universite paul cezanne aix marseille iii,France
152127595,national technical institute for the deaf,United States
151546095,bhagwan parshuram institute of technology,India
138549579,international school for advanced studies,Italy
137551348,sarajevo school of science and technology,Bosnia and Herzegovina
137141687,sp technical research institute of sweden,Sweden
131493368,international social security association,Switzerland
130442723,universidade federal do rio grande do sul,Brazil
129865357,international institute of social studies,Netherlands
128589980,nhtv breda university of applied sciences,Netherlands
126007077,picower institute for learning and memory,United States
122228004,htw berlin university of applied sciences,Germany
121750182,national institute of technology warangal,India
120163777,regensburg university of applied sciences,Germany
119444370,papua new guinea university of technology,Papua New Guinea
119055964,lockheed martin systems integration owego,United States
117357259,national institute of japanese literature,Japan
105454292,guru gobind singh indraprastha university,India
105126617,zhejiang international studies university,China
103031861,plekhanov russian university of economics,Russia
102149020,university of north carolina at charlotte,United States
100286613,hunan institute of science and technology,China
100098275,engelhardt institute of molecular biology,Russia
97061514,university of maryland university college,United States
87547150,southern illinois university edwardsville,United States
87097829,university of north carolina at asheville,United States
84248293,babol noshirvani university of technology,Iran
83123760,shahid rajaee teacher training university,Iran
83041830,university of applied sciences deggendorf,Germany
81844223,fairchild semiconductor international inc,United States
81233240,yeshwantrao chavan college of engineering,India
76685287,university of missouri school of medicine,United States
75821886,university of south florida st petersburg,United States
75778554,federico santa maria technical university,Chile
75390827,beijing university of chemical technology,China
75356249,university of applied sciences dusseldorf,Germany
74796645,birla institute of technology and science,India
72852730,zagreb school of economics and management,Croatia
72580772,wayne state university school of medicine,United States
71106247,sdm college of engineering and technology,India
70865968,rhine waal university of applied sciences,Germany
70522481,national changhua university of education,Taiwan
70349855,vietnam academy of science and technology,Vietnam
67262202,instituto de biologia molecular e celular,Portugal
67009956,iran university of science and technology,Iran
66441450,the international university of kagoshima,Japan
65446980,national chin yi university of technology,Taiwan
62707647,university of virginia school of medicine,United States
58995867,civil aviation flight university of china,China
58716616,korea institute of science and technology,South Korea
55546527,indian institute of public administration,India
55124831,ymca university of science and technology,India
54647770,j j college of engineering and technology,India
53421241,national institute of nutrition hyderabad,India
52218309,smithsonian environmental research center,United States
47265099,ho chi minh city university of technology,Vietnam
45019380,southwestern baptist theological seminary,United States
43727914,pontificia universidade catolica de goias,Brazil
43139154,information and communications university,South Korea
40434647,paris west university nanterre la defense,France
39642139,kermanshah university of medical sciences,Iran
39624965,national institute for health and welfare,Finland
36909309,national institute of technology hamirpur,India
35046152,federal university of rio grande do norte,Brazil
34574549,national taichung university of education,Taiwan
34571201,lockheed martin missiles and fire control,United States
29921158,university of vermont college of medicine,United States
27963644,hhl leipzig graduate school of management,Germany
25859482,takasaki university of health and welfare,Japan
25757504,china university of mining and technology,China
24568809,transport and telecommunication institute,Latvia
23609863,university of florida college of medicine,United States
22195231,padmanava college of engineering rourkela,India
21511466,university of sheffield management school,United Kingdom
18533886,university of cincinnati clermont college,United States
18241798,lake erie college of osteopathic medicine,United States
16292982,national institute of technology rourkela,India
13591777,the university of nottingham ningbo china,China
11406153,shanghai international studies university,China
10232997,l n gumilyov eurasian national university,Kazakhstan
8901234,foundation for research technology hellas,Greece
8778637,national institute of technology srinagar,India
7726996,henan university of finance and economics,China
4864440,state university of new york at brockport,United States
4164984,international islamic university malaysia,Malaysia
3780104,maharaja surajmal institute of technology,India
3462296,gyeongin national university of education,South Korea
1953827,university of colombo school of computing,Sri Lanka
721619,benemerita universidad autonoma de puebla,Mexico
675453,vorarlberg university of applied sciences,Austria
1343081704,united states government printing office,United States
1336731492,electronics corporation of india limited,India
1336263701,wellcome trust centre for human genetics,United Kingdom
1335927249,united states department of the interior,United States
1334658003,department for international development,United Kingdom
1333651918,indian institute of tropical meteorology,India
1327273360,university of ottawa faculty of medicine,Canada
1323224852,international relief and development inc,United States
1320277912,midcontinent independent system operator,United States
1319261023,monterey bay aquarium research institute,United States
1310866531,consejo nacional de ciencia y tecnologia,Mexico
1310815967,central european institute of technology,Austria
1310434165,chicago metropolitan agency for planning,United States
1309497760,california department of water resources,United States
1309014829,california department of social services,United States
1305633390,international sleep products association,United States
1299230806,colombian ministry of national education,Colombia
1297971548,international computer science institute,United States
1297457811,bengal college of engineering technology,India
1297146656,medstar national rehabilitation hospital,United States
1296452710,hunan international economics university,China
1287640093,national agricultural statistics service,United States
1284112523,ministry of transport and communications,Norway
1283990227,ontario ministry of agriculture and food,Canada
1280232793,world intellectual property organization,Switzerland
930713850,the hague university of applied sciences,Netherlands
919803642,american axle manufacturing holdings inc,United States
919734397,ministry of posts and telecommunications,Japan
913140155,university of applied sciences offenburg,Germany
907135538,rotterdam university of applied sciences,Netherlands
905190075,chicago rock island and pacific railroad,United States
880615350,state university of new york at cortland,United States
875728190,veer bahadur singh purvanchal university,India
872623138,search for extraterrestrial intelligence,United States
288679889,medical university of the americas nevis,United States
265627732,national institute of technology manipur,India
231847692,universidad de bogota jorge tadeo lozano,Colombia
224518986,purdue university college of engineering,United States
211070993,university of national and world economy,Bulgaria
207789805,lahore university of management sciences,Pakistan
206105734,nofer institute of occupational medicine,Poland
205984670,czech university of life sciences prague,Czech Republic
205401836,national institute for materials science,Japan
205015625,jerusalem college of engineering chennai,India
203082224,bielefeld university of applied sciences,Germany
203028290,andhra university college of engineering,India
202500258,research institute for nature and forest,Belgium
201459984,guangdong university of business studies,China
200475212,graduate university for advanced studies,Japan
200267027,universidad juarez del estado de durango,Mexico
200166805,guy s and st thomas nhs foundation trust,United Kingdom
199932263,northern alberta institute of technology,Canada
199227684,school of medical science and technology,India
198811213,national nuclear security administration,United States
197809005,seconda universita degli studi di napoli,Italy
196622127,rajiv gandhi proudyogiki vishwavidyalaya,India
196576671,landau institute for theoretical physics,Russia
189609841,king s college london school of medicine,United Kingdom
188104300,meiji university of integrative medicine,Japan
187481652,instituto tecnologico autonomo de mexico,Mexico
185914950,satakunta university of applied sciences,Finland
184878464,florida environmental research institute,United States
180144235,national oceanography centre southampton,United Kingdom
177837794,korean educational development institute,South Korea
177537411,bauman moscow state technical university,Russia
175164238,seinajoki university of applied sciences,Finland
174167972,british columbia institute of technology,Canada
173664879,autonomous university of baja california,Mexico
173332999,veermata jijabai technological institute,India
173207729,university of engineering and technology,Not Found
170754417,moholy nagy university of art and design,Hungary
170600733,university of florida college of nursing,United States
169494899,slippery rock university of pennsylvania,United States
166843116,sepuluh nopember institute of technology,Indonesia
166595947,universidade federal de sao joao del rei,Brazil
164790352,universidade do estado de santa catarina,Brazil
163244428,norwegian defence research establishment,Norway
158934434,zhongnan university of economics and law,China
156406944,defence institute of advanced technology,India
156175267,georgetown university school of medicine,United States
155313962,west pomeranian university of technology,Poland
155043079,university of nottingham malaysia campus,Malaysia
154971649,jawaharlal nehru medical college aligarh,India
152870717,national atmospheric research laboratory,India
152333232,national institute of parasitic diseases,China
151903974,national institute of technology silchar,India
150870154,indian institute of management ahmedabad,India
150761048,mahidol university international college,Thailand
150540706,university of veterinary medicine vienna,Austria
150397245,york college city university of new york,Not Found
149592570,kazimierz wielki university in bydgoszcz,Poland
145894827,indian institute of technology kharagpur,India
145127844,australian graduate school of management,Australia
142066694,industrial technology research institute,Taiwan
137551562,vanderbilt university school of medicine,United States
135369504,california state university monterey bay,United States
134656947,esslingen university of applied sciences,Germany
133853500,norwegian forest and landscape institute,Norway
132357854,indian institute of management kozhikode,India
131736796,lithuanian university of health sciences,Lithuania
128770141,buskerud and vestfold university college,Norway
127077003,imt institute for advanced studies lucca,Italy
122725048,kharkiv national university of economics,Ukraine
122558511,federal university of mato grosso do sul,Brazil
122398157,university of virginia school of nursing,United States
120918012,turkish radio and television corporation,Turkey
119635470,university of las palmas de gran canaria,Spain
119402205,university of alberta school of business,Canada
118768305,kyushu institute of information sciences,Japan
118292597,national taipei university of technology,Taiwan
117532281,guangzhou university of chinese medicine,China
114845381,national institute of technology calicut,India
114580094,university of texas of the permian basin,United States
114007267,regional environmental protection agency,Italy
113145275,gwangju national university of education,South Korea
109736498,canadian institute for advanced research,Canada
107766831,national center for atmospheric research,United States
107257983,darmstadt university of applied sciences,Germany
105410415,university of finance and administration,Czech Republic
103497121,state university of new york at purchase,United States
102882674,beijing institute of clothing technology,China
101465142,guru nanak dev engineering college bidar,India
95664546,college of science university of baghdad,Iraq
91275662,science and engineering research council,Singapore
88491126,bucharest university of economic studies,Romania
88213707,automotive research association of india,India
88081640,university of alabama school of medicine,United States
87653560,vtt technical research centre of finland,Finland
