affiliation_id,affiliation_name,affiliation_country
29698356,hitec university,Pakistan
29739308,guangxi normal university,China
29742261,takming university of science and technology,Taiwan
29770179,budapest university of technology and economics,Hungary
29796688,consiglio per la ricerca e la sperimentazione in agricoltura,Italy
29801172,thomas jefferson national accelerator facility,United States
29845686,commerce college jaipur,India
29855585,gdf suez,France
29867402,central washington university,United States
29891158,university of sharjah,United Arab Emirates
29894533,charles darwin university,Australia
29920723,moldova state university,Moldova
29921158,university of vermont college of medicine,United States
29955533,center for information technology,United States
29969887,children s hospital oakland research institute,United States
29989002,mitel,Canada
30002821,manhattanville college,United States
30016755,environmental change institute,United Kingdom
30025446,manchester business school,United Kingdom
30052536,reuters,United Kingdom
30108710,kwantlen polytechnic university,Canada
30135922,technical university of lisbon,Portugal
30147112,sofia medical university,Bulgaria
30181195,ohu university,Japan
30274774,a t kearney,United States
30290273,national institute of fitness and sports in kanoya,Japan
30305164,inderprastha engineering college,India
30336048,norcom information technology,Germany
30338065,university of caxias do sul,Brazil
30426018,skp engineering college,India
30609227,belgacom,Belgium
30667456,brescia university,United States
30678662,university of western australia business school,Australia
30685716,european institute,United States
30771326,istituto italiano di tecnologia,Italy
30809798,shanghaitech university,China
30849647,tomsk polytechnic university,Russia
30867006,aarhus school of architecture,Denmark
30982906,cree inc,United States
31022496,kobe women s university,Japan
31072267,burgas free university,Bulgaria
31079310,al al bayt university,Jordan
31151848,technical university of sofia,Bulgaria
31362948,era technology ltd,United Kingdom
31365821,rajiv gandhi institute of technology mumbai,India
31413402,etisalat university college,United Arab Emirates
31419693,kyungpook national university,South Korea
31439502,university of benghazi,Libya
31452180,west liberty university,United States
31466659,chapingo autonomous university,Mexico
31512782,technische universitat darmstadt,Germany
31575130,soas university of london,United Kingdom
31582689,university of applied sciences stuttgart,Germany
31586040,toray industries,Japan
31590910,jianghan university,China
31595395,chengdu university of technology,China
31605765,hodeidah university,Yemen
31610912,san antonio river authority,United States
31618427,tokyo polytechnic university,Japan
31637741,inner mongolia university of science and technology,China
31649931,saint anselm college,United States
31661442,curry school of education,United States
31669788,independent university bangladesh,Bangladesh
31683504,beijing forestry university,China
31685425,dim,Not Found
31712429,agere systems,United States
31721044,centro de investigacion y docencia economicas,Mexico
31731781,st luke s college of nursing,Japan
31746571,university of new south wales,Australia
31762744,university of gastronomic sciences,Italy
31766871,sookmyung women s university,South Korea
31784960,fukuoka university,Japan
31847773,zhejiang ocean university,China
31882830,pazmany peter catholic university,Hungary
31915786,university of edinburgh school of geosciences,United Kingdom
31941578,scuola superiore di catania,Italy
31944674,university of costa rica,Costa Rica
31982419,cork institute of technology,Ireland
32003884,british heart foundation,United Kingdom
32021983,university of kiel,Germany
32038505,university of central arkansas,United States
32062511,heriot watt university,United Kingdom
32078218,national penghu university of science and technology,Taiwan
32101680,solvay brussels school of economics and management,Belgium
32132236,niigata college of nursing,Japan
32246829,guangdong institute of education,China
32284924,copperbelt university,Zambia
32289528,center for information security technologies,South Korea
32303036,oshima national college of maritime technology,Japan
32303042,tajen university,Taiwan
32366509,silesian university,Poland
32377083,yangtze normal university,China
32389192,university of alabama at birmingham,United States
32393484,petrobras,Brazil
32394136,northumbria university,United Kingdom
32399674,shenyang normal university,China
32401161,gandhara university,Pakistan
32440489,cigital,United States
32462889,fatih university,Turkey
32463749,ishinomaki senshu university,Japan
32467609,merrill lynch,United States
32480017,florida polytechnic university,United States
32574673,shantou university,China
32589535,universiti teknikal malaysia melaka,Malaysia
32592955,ludwigsburg university,Germany
32597200,ghent university,Belgium
32610072,center for neural science,United States
32619867,egypt japan university of science and technology,Egypt
32625721,university of saskatchewan,Canada
32686375,danish meteorological institute,Denmark
32699454,joint institute for nuclear research,Russia
32706565,soran university,Iraq
32725510,universidade federal de mato grosso,Brazil
32762134,harokopio university,Greece
32820368,guangdong institute of science and technology,China
32869367,swiss national bank,Switzerland
32881790,university of poitiers,France
32883739,stamford university bangladesh,Bangladesh
32907511,fairleigh dickinson university,United States
32915989,university of the ryukyus,Japan
32923980,xilinx,United States
32933276,division of it convergence engineering,South Korea
32943570,helsinki institute for information technology,Finland
32956416,catholic university of the west,France
32971472,yale university,United States
33003672,indian institute of management indore,India
33086117,new york psychoanalytic society,United States
33096239,national dong hwa university,Taiwan
33117478,tessera technologies,United States
33162209,islamic azad university of lahijan,Iran
33213144,university of florida,United States
33217400,universite du quebec en outaouais,Canada
33256026,german research centre for artificial intelligence,Germany
33278361,university of zambia,Zambia
33286718,elektrobit,Finland
33308869,southern new hampshire university,United States
33374188,kao yuan university,Taiwan
33375025,airbus,France
33434090,university of massachusetts boston,United States
33443951,kyoto city university of arts,Japan
33459947,charotar university of science and technology,India
33501960,universidade federal de santa maria,Brazil
33552525,lnm institute of information technology,India
33568414,national insurance institute,Costa Rica
33585257,anna university,India
33596631,ifa tulln,Austria
33599811,film academy baden wurttemberg,Germany
33618826,centre for mental health,United Kingdom
33814908,manitoba hydro,Canada
33820307,faculte polytechnique de mons,Belgium
33821262,lincoln university,New Zealand
33849332,university of malaya,Malaysia
33858575,nagoya city university,Japan
33875959,western norway research institute,Norway
33876163,finnish geodetic institute,Spain
33907638,penn state greater allegheny,United States
33924745,samsung electro mechanics,South Korea
33926330,al balqa applied university,Jordan
33976269,xerox,United States
33999463,melbourne institute of technology,Australia
34002243,mae fah luang university,Thailand
34034455,ramakrishna mission vivekananda university,India
34055209,federation of american scientists,United States
34077533,ohio supercomputer center,United States
34077901,juntendo university,Japan
34155123,hebei university of science and technology,China
34226333,cooperative institute for marine and atmospheric studies,United States
34250744,university of ?od?,Not Found
34262142,ieseg school of management,France
34275845,shri guru gobind singhji institute of engineering and technology,India
34352273,maastricht university,Netherlands
34403800,leibniz institute of marine sciences,Germany
34450639,shri vaishnav institute of technology and science,India
34463399,ge consumer industrial,United States
34478861,sir syed university of engineering and technology,Pakistan
34571201,lockheed martin missiles and fire control,United States
34574549,national taichung university of education,Taiwan
34614084,daytona state college,United States
34624115,boston university college of engineering,United States
34628043,amet university,India
34656685,kyocera,Japan
34661156,teacher training college,Not Found
34696387,wartburg college,United States
34713844,dav college chandigarh,India
34771391,university of cyprus,Cyprus
34809795,hannover medical school,Germany
34842282,thadomal shahani engineering college,India
34842633,institute of transportation studies,United States
34917351,rogers state university,United States
34919116,c v raman college of engineering bhubaneshwar,India
34931013,national institute for health research,United Kingdom
34949971,university of jinan,China
34956611,north chiang mai university,Thailand
35046152,federal university of rio grande do norte,Brazil
35199547,faculty of information technology university d?emal bijedic of mostar,Bosnia and Herzegovina
35289525,p g college,Not Found
35298706,esiea,France
35344726,united states public health service,United States
35345632,ircam,France
35357665,china university of technology,Taiwan
35364215,naval postgraduate school,United States
35390431,st edmund hall,United Kingdom
35427347,islamic university of indonesia,Indonesia
35440088,eth zurich,Switzerland
35462925,southern connecticut state university,United States
35476668,royal netherlands navy,Netherlands
35496013,monash university south africa campus,South Africa
35510649,arak university,Iran
35552710,the nippon dental university,Japan
35566140,loyola marymount university,United States
35568498,kochi university of technology,Japan
35570632,dong energy,Denmark
35591632,petroleum institute,United Arab Emirates
35601441,osun state university,Nigeria
35662394,globalfoundries,United States
35722693,university of hawaii at hilo,United States
35749132,westport innovations,Canada
35765314,pittsburgh supercomputing center,United States
35777872,north carolina agricultural and technical state university,United States
35845393,university of gafsa,Tunisia
35855495,university college roosevelt,Netherlands
35870678,university of northampton,United Kingdom
35886859,korea university of technology and education,South Korea
35913352,university of economics prague,Czech Republic
35919505,baekseok university,South Korea
35926432,mackay medical college,Taiwan
35928602,kyung hee university,South Korea
35961687,university of antioquia,Colombia
36001604,university of peshawar,Pakistan
36020712,sonora institute of technology,Mexico
36053171,california state university chico,United States
36075867,jacksonville university,United States
36080156,national institute of polar research,Japan
36085230,stendhal university,France
36090812,netaji subhas institute of technology,India
36152291,henan university of technology,China
36162470,university of zakho,Iraq
36169673,alstom,France
36194888,bridgewater college,United States
36197038,taiz university,Yemen
36234482,university of bristol,United Kingdom
36236860,swedish institute of computer science,Sweden
36243813,national university of colombia,Colombia
36244299,recife center for advanced studies and systems,Brazil
36253440,ieee computer society,United States
36258959,university of california san diego,United States
36314861,beirut arab university,Lebanon
36326968,interdigital inc,United States
36343934,concurrent technologies corporation,United States
36399199,nanjing university of science and technology,China
36426075,institute of medical science,Not Found
36439699,kronos incorporated,United States
36443711,magna graecia university,Italy
36448004,shaheed zulfiqar ali bhutto institute of science and technology,Pakistan
36475266,jumonji university,Japan
36486460,university of nebraska at kearney,United States
36515993,eastern mediterranean university,Cyprus
36522303,university of greifswald,Germany
36527812,halliburton,United Arab Emirates
36604259,maritime research institute netherlands,Netherlands
36622005,petra university,Jordan
36623490,daniel webster college,United States
36624425,polytech savoie,France
36646682,matsuyama university,Japan
36667386,lal bahadur shastri institute of management,India
36672615,courant institute of mathematical sciences,United States
36685595,university of social sciences and humanities,Poland
36721946,kuwait university,Kuwait
36738375,hanshin university,South Korea
36770943,kenya methodist university,Kenya
36788626,california university of pennsylvania,United States
36819085,northwest university,China
36841088,tabor college,United States
36893310,university of hyderabad,India
36909309,national institute of technology hamirpur,India
36940870,olympus corporation,Japan
37048141,indian council of medical research,India
37089864,nijmegen institute for cognition and information,Netherlands
37276724,college of innovation thammasat university,Thailand
37318280,penn state college of communications,United States
37326318,royal national institute of blind people,United Kingdom
37367598,niigata institute of technology,Japan
37400270,riverside city college,United States
37417134,palestine polytechnic university,Palestinian Territories
37445192,kdu university college,Malaysia
37446213,indra sistemas,Spain
37448385,chinese people s public security university,China
37461747,wuhan university,China
37553959,universite de technologie de belfort montbeliard,France
37574244,sichuan agricultural university,China
37613341,kazimieras simonavicius university,Lithuania
37615190,kent business school,United Kingdom
37693276,york college of pennsylvania,United States
37696226,university of maribor,Slovenia
37712293,madeira interactive technologies institute,Portugal
37722386,institute of biomaterials and biomedical engineering,Canada
37796252,beijing university of technology,China
37797678,university of uyo,Nigeria
37802460,northwest university,China
37823250,university of development alternative,Bangladesh
37891753,integrated device technology,United States 
37898037,institute of business management,Pakistan
37987034,guangzhou university,China
38007976,de lin institute of technology,Taiwan
38186990,haaga helia university of applied sciences,Finland
38260057,in q tel,United States
38320133,hsing kuo university,Taiwan
38335241,national institute of technology raipur,India
38365063,tumaini university makumira,Tanzania
38452253,chung chou university of science and technology,Taiwan
38476204,urmia university,Iran
38523324,university of applied sciences wiener neustadt,Austria
38533392,icos,United States
38538140,asian institute of technology,Thailand
38552033,frederick university,Cyprus
38569145,reval,Not Found
38631343,em strasbourg business school,France
38674515,hitachi zosen corporation,Japan
38685851,catholic university of the most holy conception,Chile
38706770,guilin university of technology,China
38871580,mondeca,France
38877650,zhengzhou university,China
38884729,eresearch technology inc,United States
38901089,daeduk college,South Korea
38919395,indian institute of foreign trade,India
39012071,kyoto college of graduate studies for informatics,Japan
39018119,aichi university of education,Japan
39063666,university of catania,Italy
39147953,university of cadiz,Spain
39190216,maulana azad medical college,India
39244652,indian institute of information technology design manufacturing kancheepuram,India
39268498,university of isfahan,Iran
39327780,iminds,Belgium
39333907,yanshan university,China
39343248,humboldt university of berlin,Germany
39387349,university of chieti pescara,Italy
39422238,university of illinois at chicago,United States
39470171,university of ontario institute of technology,Canada
39479358,hebei institute of architecture and civil engineering,China
39481719,institut national de la recherche scientifique,Canada
39491647,kasem bundit university,Thailand
39521962,hunan city university,China
39534123,gwangju institute of science and technology,South Korea
39553462,national university of san juan,Argentina
39555362,university of warwick,United Kingdom
39560731,st matthew s university,Cayman Islands
39565521,united states department of energy office of science,United States
39586589,swansea university,United Kingdom
39587148,wichita state university,United States
39624965,national institute for health and welfare,Finland
39642139,kermanshah university of medical sciences,Iran
39660569,colgate university,United States
39661318,bard college,United States
39694355,hunter college,United States
39705031,catholic university of daegu,South Korea
39706905,german university of technology in oman,Oman
39727005,dow university of health sciences,Pakistan
39737112,chulabhorn research institute,Thailand
39774598,hefei university,China
39804081,pierre and marie curie university,France
39815113,georgia southern university,United States
39822340,virginia maryland regional college of veterinary medicine,United States
39824353,national institute of astrophysics optics and electronics,Mexico
39854257,mitsubishi electric,Japan
39854758,auckland university of technology,New Zealand
39931544,institute of biochemistry and biophysics,Poland
39965400,kettering university,United States
39995536,shumen university,Bulgaria
40034438,rio de janeiro state university,Brazil
40036882,institute for advanced study,United States
40053085,australian defence force academy,Australia
40120149,university of oxford,United Kingdom
40179345,odessa national polytechnic university,Ukraine
40189715,westminster college,United States
40193446,universite de setif,Algeria
40204679,nord trondelag university college,Norway
40246663,chinese academy of engineering,China
40253897,university of new haven,United States
40279923,islamic university,Bangladesh
40282511,german center for pediatric and adolescent rheumatology,Germany
40335522,rutgers newark,United States
40345848,pune institute of computer technology,India
40347166,university of chicago,United States
40372098,devry university,United States
40380974,north bengal medical college,India
40399489,torrey pines institute for molecular studies,United States
40413290,university of gdansk,Poland
40434647,paris west university nanterre la defense,France
40445986,lloyd s register,United Kingdom
40479246,technological educational institute of athens,Greece
40502580,gifu university of medical science,Japan
40515787,bangladesh open university,Bangladesh
40527276,bundeswehr university munich,Germany
40542001,university of ulsan,South Korea
40597779,federal urdu university,Pakistan
40645595,j d power and associates,United States
40657719,ucl school of pharmacy,United Kingdom
40677808,kyoto prefectural university of medicine,Japan
40688639,dr ambedkar institute of technology,India
40689657,national formosa university,Taiwan
40695006,open geospatial consortium,United States
40713646,goldman sachs,United States
40734275,hakim sabzevari university,Iran
40753682,ford werke gmbh,Germany
40773681,department of war studies king s college london,United States
40790370,yalova university,Turkey
40798026,nilai university,Malaysia
40818664,samsung r d institute india bangalore,India
40900055,telstra,Australia
40931025,nagoya gakuin university,Japan
40951301,navteq,United States
40963666,central china normal university,China
40978471,rappaport faculty of medicine,Israel
41047195,military university nueva granada,Colombia
41073452,mci management center innsbruck,Austria
41112366,birmingham southern college,United States
41121874,heilbronn university,Germany
41125697,agresearch,New Zealand
41147446,anshan normal university,China
41154525,ptc,Not Found
41156924,victoria university of wellington,New Zealand
41160485,sri venkateswara college,India
41166544,t mobile us inc,United States
41173762,mawlana bhashani science and technology university,Bangladesh
41198531,nanjing university of posts and telecommunications,China
41208885,harbin university of commerce,China
41317344,jiangxi science and technology normal university,China
41341903,st ambrose university,United States
41343362,university of bamako,Mali
41367789,dongkang college,South Korea
41382782,pontifical university of salamanca,Spain
41455075,federal university of campina grande,Brazil
41455991,divers alert network,United States
41458283,federal university of tocantins,Brazil
41461413,universiti malaysia sarawak,Malaysia
41466953,eumetsat,Germany
41518628,saint petersburg state electrotechnical university,Russia
41549804,vidyasagar university,India
41624210,fluid operations,Germany
41635967,national college of engineering,India
41639379,association of research libraries,United States
41641357,ege university,Turkey
41644977,angelo state university,United States
41661162,fukuyama university,Japan
41721100,north china coal medical university,China
41725924,muroran institute of technology,Japan
41763900,central electronics engineering research institute,India
41775361,islamic azad university central tehran branch,Iran
41802502,kanagawa university,Japan
41832843,university of tabriz,Iran
41833579,roanoke college,United States
41860943,academy of engineering,United States
42014448,sardar vallabhbhai national institute of technology surat,India
42066560,barco,Belgium
42174944,language computer corporation,United States
42237331,international agency for research on cancer,France
42240936,anglogold ashanti,South Africa
42269148,institute of management technology dubai,United Arab Emirates
42317466,istanbul kemerburgaz university,Turkey
42385761,university of exeter business school,United Kingdom
42387498,knox college,United States
42405503,gifu university,Japan
42474999,vanung university,Taiwan
42502649,institute for quantum computing,Canada
42517020,sofia university,Bulgaria
42563808,comprehensive nuclear test ban treaty organization,United States
42570316,japanese foundation for cancer research,Japan
42663827,college of advanced technology,United Kingdom
42731748,national institute of applied science and technology,Tunisia
42757041,university of bath school of management,United Kingdom
42766147,university of toyama,Japan
42775652,link campus university,Italy
42852656,shenyang university,China
42894916,nicta,Australia
42909762,rmk engineering college,India
42934936,dublin city university,Ireland
42999171,sophia university,Japan
43049936,mako surgical corp,United States
43081956,xiangnan university,China
43139154,information and communications university,South Korea
43207982,veolia environnement,France
43218427,mohanlal sukhadia university,India
43267033,quinnipiac university,United States
43275575,vestas,Denmark
43313876,dalian maritime university,China
43337087,hebei university,China
43360264,university of colorado denver school of medicine,United States
43369023,california state university san bernardino,United States
43406934,laval university,Canada
43424612,sadat academy for management sciences,Egypt
43439940,university of southampton,United Kingdom
43475992,sikkim university,India
43480833,kyambogo university,Uganda
43501950,tacoma community college,United States
43517866,mda space missions,Canada
43518871,national kaohsiung marine university,Taiwan
43522216,california state university sacramento,United States
43522508,toulouse school of economics,France
43526919,unimontes,Not Found
43545212,ehime university,Japan
43566213,national taipei university of business,Taiwan
43579087,university of wisconsin milwaukee,United States
43591049,perkinelmer,United States
43640090,frequentis,Austria
43662898,arnold engineering development complex,United States
43663321,hindustan university,India
43717357,university college maastricht,Netherlands
43727914,pontificia universidade catolica de goias,Brazil
43742981,state university of new york at oswego,United States
43777268,nagasaki university,Japan
43814544,sathyabama university,India
43879129,government college university,Pakistan
43895496,national university of laos,Laos
43909382,centre for development of telematics,India
43922553,wuhan university of science and technology,China
43943889,brigham young university idaho,United States
43968019,karlstad university,Sweden
43980791,clausthal university of technology,Germany
43986944,university of ruse,Bulgaria
44032847,r m k college of engineering and technology,India
44048930,rand afrikaans university,South Africa
44073558,gongju national university of education,South Korea
44121478,puget sound energy,United States
44142251,wyss institute for biologically inspired engineering,United States
44202434,fundacao getulio vargas,Brazil
44206873,morehead state university,United States
44260953,university of dusseldorf,Germany
44265643,rowan university,United States
44314228,universidade salvador,Brazil
44375435,universidad argentina de la empresa,Argentina
44377176,european space research and technology centre,Netherlands
44430492,indian institute of management bangalore,India
44445938,shandong jianzhu university ??????,China
44457188,maltepe university,Turkey
44461941,university of houston,United States
44468530,qingdao technological university,China
44470628,shizuoka eiwa gakuin university,Japan
44504214,czech technical university in prague,Czech Republic
44529505,colorado center for astrodynamics research,United States
44563897,artois university,France
44565152,doon university,India
44635919,national institute of technology delhi,India
44666525,university of the south pacific,Fiji
44675526,shanghai ocean university,China
44703657,university of science and technology sana a,Yemen
44713367,capital fund management,France
44829897,golden gate university,United States
44839336,universidade catolica dom bosco,Brazil
44852757,liverpool hope university,United Kingdom
44854399,university of southern mississippi,United States
44892455,takeda pharmaceutical company,Japan
44896327,mitre corporation,United States
44921830,institute of zoology,Slovakia
44925452,ozyegin university,Turkey
44936898,basho technologies,United States
44948468,salem state university,United States
45013219,west virginia wesleyan college,United States
45019380,southwestern baptist theological seminary,United States
45029084,city university of seattle,United States
45084792,university of florence,Italy
45129253,university college london,United Kingdom
45155027,technische hochschule mittelhessen,Germany
45164037,shah abdul latif university,Pakistan
45204951,university of calabria,Italy
45205469,aichi prefectural university,Japan
45208814,technological educational institute of patras,Greece
45230691,ladoke akintola university of technology,Nigeria
45262195,institute for simulation and training,United States
45280688,nscad university,Canada
45282084,secure computing,United States
45289242,california geological survey,United States
45294948,post graduate institute of medical education and research,India
45329014,taylors university,Malaysia
45338645,columbia college chicago,United States
45372603,ganpat university,India
45391821,gakushuin university,Japan
45430082,la caixa,Spain
45438204,university of texas at san antonio,United States
45442566,el paso community college,United States
45466929,milwaukee area technical college,United States
45473482,china telecom,China
45487847,chittagong veterinary and animal sciences university,Bangladesh
45509622,indian agricultural research institute,India
45533404,university of technology and management,India
45536552,north central college,United States
45542416,atilim university,Turkey
45571689,moscow aviation institute,Russia
45642913,kirikkale university,Turkey
45643870,pontificia universidade catolica do rio grande do sul,Brazil
45644089,albion college,United States
45647351,heritage college of osteopathic medicine,United States
45683168,ecole polytechnique de montreal,Canada
45711476,obafemi awolowo university,Nigeria
45746246,cyprus college,Cyprus
45756140,hanoi university of industry,Vietnam
45812101,belarusian national technical university,Belarus
45886413,willow garage,United States
45928872,alibaba group,China
45935490,national institute of water and atmospheric research,New Zealand
45998257,sohar university,Oman
46000314,mustafa kemal university,Turkey
46043019,berlin university of the arts,Germany
46063848,madras christian college,India
46075344,serbia broadband,Serbia
46080048,jahangirnagar university,Bangladesh
46117702,turk telekom,Turkey
46163879,wagner college,United States
46176106,university of burgos,Spain
46208956,salahaddin university,Iraq
46219095,susquehanna international group,United States
46247651,university of manitoba,Canada
46305939,university of zielona gora,Poland
46305995,taiyuan university of science and technology,China
46324649,digitalglobe,United States
46375955,synovate,United Kingdom
46433404,jeppesen,United States
46464968,karamanoglu mehmetbey university,Turkey
46482218,anqing teachers college,China
46506128,westfield state university,United States
46510805,federal reserve bank of boston,United States
46520130,chaohu university,China
46529539,chinese academy of fishery sciences,China
46597724,poznan university of technology,Poland
46603895,varian medical systems,United States
46607137,salve regina university,United States
46700001,rajiv gandhi university of knowledge technologies,India
46782725,institute for transuranium elements,Germany
46831270,ontotext,Bulgaria
46896624,facultad de filosofia y letras,Mexico
46896759,midwestern state university,United States
46901497,hp software division,United States
46943848,chiba university of commerce,Japan
46959029,international federation of accountants,United States
46975222,yunnan university of traditional chinese medicine,China
46980622,kyoto seika university,Japan
47076751,institute of high energy physics,China
47099075,hydro quebec,Canada
47164929,najran university,Saudi Arabia
47178396,acropolis institute of technology research,India
47209331,nicholls state university,United States
47229656,university of kufa,Iraq
47232531,bank of japan,Japan
47239053,weldon school of biomedical engineering,United States
47251452,wake forest university,United States
47264519,unitary enterprise,Russia
47265099,ho chi minh city university of technology,Vietnam
47282705,china classification society,China
47301684,illinois state university,United States
47327664,federal university of maranhao,Brazil
47361359,nice systems,Israel
47364896,universidad anahuac mexico norte,Mexico
47367911,united kingdom atomic energy authority,United Kingdom
47396830,celgene,United States
47400469,autonomous university of zacatecas,Mexico
47403697,santa catarina federal institute of education science and technology,Brazil
47410878,nizhny novgorod state technical university,Russia
47431100,dassault systemes,France
47449453,kean university,United States
47459439,pricewaterhousecoopers,United Kingdom
47500176,belmont university,United States
47500952,coppin state university,United States
47501254,f secure,Finland
47508984,imperial college london,United Kingdom
47519274,taipei medical university,Taiwan
47529993,norwegian institute of technology,Norway
47546748,henri poincare university,France
47548798,universidade cândido mendes,Brazil
47605537,hang seng management college,Hong Kong
47631775,hampshire college,United States
47639616,centurion university of technology and management,India
47642385,anna university chennai regional office coimbatore,India
47646028,maxim integrated,United States
47652572,la salle university,United States
47677022,sri ramakrishna institute of technology,India
47689461,northeast forestry university,China
47720641,huazhong university of science and technology,China
47726972,universidad autonoma de occidente,Colombia
47755478,university of bengkulu,Indonesia
47807185,saigon university,Vietnam
47818738,sultan qaboos university,Oman
47838141,saint louis university,United States
47853400,misr international university,Egypt
47881588,kathmandu university,Nepal
47885676,department of management studies,India
47910701,vmware,United States
47935705,sasken communication technologies,India
47948057,kunming metallurgy college,China
47951555,kanagawa dental college,Japan
47996466,university of warmia and mazury in olsztyn,Poland
48018076,christ university,India
48025715,international crops research institute for the semi arid tropics,India
48027428,xsens,Netherlands
48032524,college of fisheries,India
48043334,austrian red cross,Austria
48057805,instituto gulbenkian de ciencia,Portugal
48071105,avl,Austria
48074715,moscow state technical university of civil aviation,Russia
48076826,chiang mai university,Thailand
48126063,tenri university,Japan
48132604,alpert medical school,United States
48139335,central avian research institute,India
48151418,heritage institute of technology,India
48168531,south university,United States
48205209,texas southern university,United States
48270317,virage logic,United States
48296137,sukachev institute of forest,Russia
48379061,shahid beheshti university,Iran
48381559,hebei normal university of science and technology,China
48430043,institut national des sciences appliquees de lyon,France
48446326,tsuruoka national college of technology,Japan
48478675,universidade autonoma de lisboa,Portugal
48492497,bharat institute of technology,India
48516019,institute for defence studies and analyses,India
48527661,schulich school of business,Canada
48566637,ulsan national institute of science and technology,South Korea
48633490,partners healthcare,United States
48663246,anglo american plc,South Africa
48664048,kalamazoo college,United States
48697060,src inc,United States
48705650,ministry of water resources,Not Found
48722904,kirori mal college,India
48780066,shenyang university of chemical technology,China
48825208,paris 8 university,France
48840829,tokyo university of marine science and technology,Japan
48843708,pamukkale university,Turkey
48855962,ewing christian college,India
48881030,center for army analysis,United States
48890080,brandon university,Canada
48912391,istanbul technical university,Turkey
48965889,eastman chemical company,United States
48967780,muhlenberg college,United States
49037380,harstad university college,Norway
49135107,protein sciences,United States
49185572,yunnan university of finance and economics,China
49206369,netherlands institute for space research,Netherlands
49232843,changchun university,China
49278261,assam university,India
49324905,statoil,Norway
49332381,university of oklahoma health sciences center,United States
49382586,an giang university,Vietnam
49420792,northwest university of politics and law,China
49451733,university of angers,France
49487121,yung ta institute of technology and commerce,Taiwan
49496784,beijing city university,China
49502546,alfred university,United States
49631817,cheyney university of pennsylvania,United States
49645291,national taipei university of education,Taiwan
49663120,universite du quebec,Canada
49702814,mewar university,India
49748200,liverpool business school,United Kingdom
49825946,aker solutions,Norway
49828101,hamad medical corporation,Qatar
49835588,macau polytechnic institute,Macau
49886154,rush university,United States
49934816,hunan university of technology,China
49946491,hyundai motor company,South Korea
50050410,french university in egypt,Egypt
50180762,chongqing three gorges university,China
50219554,university of laghouat,Algeria
50357001,charles iii university of madrid,Spain
50374818,international black sea university,Georgia
50379099,adana science and technology university,Turkey
50413370,lokmanya tilak college of engineering,India
50441567,university of the balearic islands,Spain
50466197,acharya prafulla chandra college,India
50519452,lunghwa university of science and technology,Taiwan
50558600,goodrich corporation,United States
50583767,world university of bangladesh,Bangladesh
50587551,tepper school of business,United States
50614327,amec foster wheeler,United Kingdom
50627504,istanbul arel university,Turkey
50632499,chongqing university of technology,China
50645235,ansbach,Germany
50650110,pgi,Not Found
50656471,kresge hearing research institute,United States
50702494,milwaukee school of engineering,United States
50754188,arcelormittal,Luxembourg
50760025,hangzhou dianzi university,China
50783897,k j somaiya medical college,India
50898853,bemidji state university,United States
50959184,centers for medicare and medicaid services,United States
50968404,kyushu railway company,Japan
50983956,chaitanya engineering college,India
51057645,chalk river laboratories,Canada
51077184,saint joseph s university,United States
51101395,pantheon sorbonne university,France
51121346,institute for public policy research,United Kingdom
51128698,british institute of technology and e commerce,United Kingdom
51131684,bharati vidyapeeth s college of engineering,India
51158804,massey university,New Zealand
51185872,jining medical university,China
51195161,emlyon business school,France
51204116,arcadia university,United States
51205905,kedge business school,France
51209816,eskisehir osmangazi university,Turkey
51213786,vestfold university college,Norway
51216347,anglia ruskin university,United Kingdom
51226738,dong a university,South Korea
51235708,universidade federal do espirito santo,Brazil
51281103,indian institute of remote sensing,India
51296549,sri venkateswara college of engineering,India
51301133,azarbaijan shahid madani university,Iran
51304674,sirindhorn international institute of technology,Thailand
51314090,josip juraj strossmayer university of osijek,Croatia
51317819,institute of medical sciences banaras hindu university,India
51342185,minneapolis college of art and design,United States
51380931,texas a m university texarkana,United States
51389798,maeda corporation,Japan
51441396,bauhaus university weimar,Germany
51452335,panjab university chandigarh,India
51485169,le moyne college,United States
51504820,san jose state university,United States
51532219,university of lincoln,United Kingdom
51556381,university of virginia,United States
51569856,universiti sultan zainal abidin,Malaysia
51587986,mauna kea technologies,France
51588809,pitney bowes,United States
51601045,university of bath,United Kingdom
51606031,maharashtra academy of engineering,India
51609595,bengal institute of technology kolkata,India
51622183,shaanxi university of science and technology,China
51629411,siemens energy sector,Germany
51713134,anschutz medical campus,United States
51716468,international burch university,Bosnia and Herzegovina
51768193,royal military college of canada,Canada
51780484,mersin university,Turkey
51783024,brandenburg university of technology,Germany
51803142,daido university,Japan
51826884,kocaeli university,Turkey
51882195,universidade luterana do brasil,Brazil
51896314,international school of software wuhan university,China
51926615,sun moon university,South Korea
51950053,jetbrains,Czech Republic
51955386,technological educational institute of larissa,Greece
51969498,indira gandhi national open university,India
51993856,cri,Not Found
52010207,keimyung university,South Korea
52035452,jawaharlal nehru technological university anantapur,India
52064589,clark atlanta university,United States
52066220,ismai,Portugal
52091283,institute for the protection and security of the citizen,Italy
52099693,university of york,United Kingdom
52158045,china agricultural university,China
52163835,arizona state university at the polytechnic campus,United States
52170813,ariel university,Israel
52179390,university of waikato,New Zealand
52180223,hunan agricultural university,China
52207611,al baha university,Saudi Arabia
52218309,smithsonian environmental research center,United States
